time,setpoint,z,z_clean,vz,tof_range,baro_alt
0.185000,0.300000,0.301634,0.300000,0.000000,0.296412,0.204300
0.187500,0.300000,0.304923,0.300000,0.000000,0.298059,0.450755
0.190000,0.300000,0.313231,0.300000,0.000000,0.293525,0.278887
0.192500,0.300000,0.285024,0.300000,0.000000,0.291868,0.127880
0.195000,0.300000,0.303160,0.300000,0.000000,0.292057,0.257192
0.197500,0.300000,0.300579,0.300000,0.000000,0.315635,0.220175
0.200000,0.300000,0.297523,0.300000,0.000000,0.303661,0.338529
0.202500,0.300000,0.300082,0.300000,0.000000,0.315271,0.137172
0.205000,0.300000,0.301007,0.300000,0.000000,0.306384,0.343534
0.207500,0.300000,0.307541,0.300000,0.000000,0.329273,0.287840
0.210000,0.300000,0.304914,0.300000,0.000000,0.303874,0.286812
0.212500,0.300000,0.296723,0.300000,0.000000,0.297201,0.147070
0.215000,0.300000,0.295497,0.300000,0.000000,0.304972,0.259018
0.217500,0.300000,0.296106,0.300000,0.000000,0.291160,0.290595
0.220000,0.300000,0.300472,0.300000,0.000000,0.310936,0.370493
0.222500,0.300000,0.298362,0.300000,0.000000,0.279189,0.515833
0.225000,0.300000,0.301835,0.300000,0.000000,0.317311,0.453891
0.227500,0.300000,0.300663,0.300000,0.000000,0.286627,0.236320
0.230000,0.300000,0.298805,0.300000,0.000000,0.302393,0.439050
0.232500,0.300000,0.300384,0.300000,0.000000,0.308067,0.196109
0.235000,0.300000,0.294461,0.300000,0.000000,0.303418,0.422875
0.237500,0.300000,0.304245,0.300000,0.000000,0.311618,0.304922
0.240000,0.300000,0.303129,0.300000,0.000000,0.314347,0.194086
0.242500,0.300000,0.317567,0.300000,0.000000,0.303421,0.186744
0.245000,0.300000,0.294638,0.300000,0.000000,0.272098,0.156720
0.247500,0.300000,0.305024,0.300000,0.000000,0.295167,0.429863
0.250000,0.300000,0.303236,0.300000,0.000000,0.292658,0.194659
0.252500,0.300000,0.308420,0.300000,0.000000,0.302100,0.227287
0.255000,0.300000,0.300607,0.300000,0.000000,0.310040,0.242488
0.257500,0.300000,0.298743,0.300000,0.000000,0.288398,0.288816
0.260000,0.300000,0.302994,0.300000,0.000000,0.305140,0.075171
0.262500,0.300000,0.297182,0.300000,0.000000,0.306307,0.213221
0.265000,0.300000,0.297140,0.300000,0.000000,0.303489,0.244017
0.267500,0.300000,0.296549,0.300000,0.000000,0.301292,0.299068
0.270000,0.300000,0.292561,0.300000,0.000000,0.307745,0.378869
0.272500,0.300000,0.291400,0.300000,0.000000,0.288514,0.086435
0.275000,0.300000,0.301709,0.300000,0.000000,0.293237,0.357318
0.277500,0.300000,0.298762,0.300000,0.000000,0.304159,0.470171
0.280000,0.300000,0.307373,0.300000,0.000000,0.295016,0.285729
0.282500,0.300000,0.296393,0.300000,0.000000,0.300522,0.188283
0.285000,0.300000,0.303192,0.300000,0.000000,0.295649,0.120428
0.287500,0.300000,0.296781,0.300000,0.000000,0.308185,0.211392
0.290000,0.300000,0.303317,0.300000,0.000000,0.325528,0.115182
0.292500,0.300000,0.290397,0.300000,0.000000,0.290359,0.238747
0.295000,0.300000,0.299112,0.300000,0.000000,0.313618,0.306544
0.297500,0.300000,0.296292,0.300000,0.000000,0.300809,0.422087
0.300000,0.300000,0.297263,0.300000,0.000000,0.298555,0.316919
0.302500,0.300000,0.289813,0.300000,0.000000,0.303992,0.387512
0.305000,0.300000,0.307666,0.300000,0.000000,0.309519,0.324167
0.307500,0.300000,0.304477,0.300000,0.000000,0.295307,0.108033
0.310000,0.300000,0.301814,0.300000,0.000000,0.295491,0.374403
0.312500,0.300000,0.304415,0.300000,0.000000,0.298815,0.541922
0.315000,0.300000,0.298573,0.300000,0.000000,0.296479,0.276267
0.317500,0.300000,0.303713,0.300000,0.000000,0.294348,0.335112
0.320000,0.300000,0.305069,0.300000,0.000000,0.293651,0.309861
0.322500,0.300000,0.299482,0.300000,0.000000,0.300621,0.224543
0.325000,0.300000,0.300011,0.300000,0.000000,0.313083,0.358704
0.327500,0.300000,0.299840,0.300000,0.000000,0.295880,0.196503
0.330000,0.300000,0.307392,0.300000,0.000000,0.304440,0.180054
0.332500,0.300000,0.293030,0.300000,0.000000,0.307047,0.260980
0.335000,0.300000,0.302113,0.300000,0.000000,0.297923,0.442708
0.337500,0.300000,0.296525,0.300000,0.000000,0.304013,0.520622
0.340000,0.300000,0.296556,0.300000,0.000000,0.315647,0.131392
0.342500,0.300000,0.298014,0.300000,0.000000,0.281046,0.304059
0.345000,0.300000,0.301068,0.300000,0.000000,0.296010,0.204870
0.347500,0.300000,0.300959,0.300000,0.000000,0.311054,0.325762
0.350000,0.300000,0.296854,0.300000,0.000000,0.290840,0.120289
0.352500,0.300000,0.303066,0.300000,0.000000,0.290643,0.495747
0.355000,0.300000,0.295208,0.300000,0.000000,0.297600,0.365570
0.357500,0.300000,0.307496,0.300000,0.000000,0.293027,0.213432
0.360000,0.300000,0.308689,0.300000,0.000000,0.297298,0.150126
0.362500,0.300000,0.301997,0.300000,0.000000,0.306078,0.303166
0.365000,0.300000,0.310212,0.300000,0.000000,0.285930,0.373072
0.367500,0.300000,0.301443,0.300000,0.000000,0.285380,0.380236
0.370000,0.300000,0.300330,0.300000,0.000000,0.307268,0.172855
0.372500,0.300000,0.309194,0.300000,0.000000,0.301603,0.401167
0.375000,0.300000,0.298081,0.300000,0.000000,0.300432,0.429344
0.377500,0.300000,0.304669,0.300000,0.000000,0.308337,0.274938
0.380000,0.300000,0.294222,0.300000,0.000000,0.283178,0.322202
0.382500,0.300000,0.293546,0.300000,0.000000,0.290673,0.283944
0.385000,0.300000,0.299550,0.300000,0.000000,0.292149,0.351315
0.387500,0.300000,0.305209,0.300000,0.000000,0.288656,0.190445
0.390000,0.300000,0.294195,0.300000,0.000000,0.293581,0.303847
0.392500,0.300000,0.295745,0.300000,0.000000,0.290490,0.428459
0.395000,0.300000,0.300171,0.300000,0.000000,0.302823,0.217023
0.397500,0.300000,0.298695,0.300000,0.000000,0.316008,0.408757
0.400000,0.300000,0.298603,0.300000,0.000000,0.286594,0.415724
0.402500,0.300000,0.297032,0.300000,0.000000,0.300869,0.271260
0.405000,0.300000,0.299451,0.300000,0.000000,0.279689,0.267327
0.407500,0.300000,0.304769,0.300000,0.000000,0.279771,0.208011
0.410000,0.300000,0.297405,0.300000,0.000000,0.292486,0.239561
0.412500,0.300000,0.297756,0.300000,0.000000,0.316141,0.232515
0.415000,0.300000,0.292068,0.300000,0.000000,0.298777,0.202468
0.417500,0.300000,0.298902,0.300000,0.000000,0.298118,0.366612
0.420000,0.300000,0.305457,0.300000,0.000000,0.299145,0.190219
0.422500,0.300000,0.301545,0.300000,0.000000,0.305324,0.314500
0.425000,0.300000,0.297525,0.300000,0.000000,0.302121,0.437799
0.427500,0.300000,0.302803,0.300000,0.000000,0.306867,0.449810
0.430000,0.300000,0.302191,0.300000,0.000000,0.288660,0.300636
0.432500,0.300000,0.284819,0.300000,0.000000,0.309971,0.278064
0.435000,0.300000,0.292782,0.300000,0.000000,0.278875,0.369426
0.437500,0.300000,0.304412,0.300000,0.000000,0.301789,0.318617
0.440000,0.300000,0.295277,0.300000,0.000000,0.293279,0.429500
0.442500,0.300000,0.289674,0.300000,0.000000,0.291206,0.341057
0.445000,0.300000,0.302917,0.300000,0.000000,0.296127,0.131583
0.447500,0.300000,0.305773,0.300000,0.000000,0.292576,0.338675
0.450000,0.300000,0.300640,0.300000,0.000000,0.281824,0.241520
0.452500,0.300000,0.303725,0.300000,0.000000,0.299373,0.356129
0.455000,0.300000,0.305210,0.300000,0.000000,0.310106,0.287763
0.457500,0.300000,0.290006,0.300000,0.000000,0.308419,0.104159
0.460000,0.300000,0.302428,0.300000,0.000000,0.309285,0.478863
0.462500,0.300000,0.299190,0.300000,0.000000,0.294620,0.355645
0.465000,0.300000,0.301232,0.300000,0.000000,0.296191,0.230460
0.467500,0.300000,0.299207,0.300000,0.000000,0.298525,0.272493
0.470000,0.300000,0.303466,0.300000,0.000000,0.296863,0.185953
0.472500,0.300000,0.296185,0.300000,0.000000,0.298847,0.333692
0.475000,0.300000,0.290690,0.300000,0.000000,0.317967,0.297266
0.477500,0.300000,0.300556,0.300000,0.000000,0.298440,0.363362
0.480000,0.300000,0.304425,0.300000,0.000000,0.286451,0.299363
0.482500,0.300000,0.301386,0.300000,0.000000,0.307647,0.566567
0.485000,0.300000,0.303183,0.300000,0.000000,0.304573,0.277479
0.487500,0.300000,0.304223,0.300000,0.000000,0.303529,0.426983
0.490000,0.300000,0.304164,0.300000,0.000000,0.303824,0.328158
0.492500,0.300000,0.306778,0.300000,0.000000,0.273124,0.330846
0.495000,0.300000,0.297534,0.300000,0.000000,0.300508,0.395151
0.497500,0.300000,0.307371,0.300000,0.000000,0.316194,0.340230
0.500000,0.300000,0.297086,0.300000,0.000000,0.284960,0.398069
0.502500,0.300000,0.297627,0.300000,0.000000,0.286610,0.369550
0.505000,0.300000,0.299561,0.300000,0.000000,0.287349,0.162411
0.507500,0.300000,0.307191,0.300000,0.000000,0.320120,0.237539
0.510000,0.300000,0.297863,0.300000,0.000000,0.306471,0.255118
0.512500,0.300000,0.299730,0.300000,0.000000,0.307022,0.182917
0.515000,0.300000,0.308774,0.300000,0.000000,0.310317,0.289564
0.517500,0.300000,0.308030,0.300000,0.000000,0.299983,0.047738
0.520000,0.300000,0.304399,0.300000,0.000000,0.310116,0.196105
0.522500,0.300000,0.297854,0.300000,0.000000,0.298369,0.259551
0.525000,0.300000,0.298848,0.300000,0.000000,0.283812,0.282520
0.527500,0.300000,0.296255,0.300000,0.000000,0.306814,0.238223
0.530000,0.300000,0.301588,0.300000,0.000000,0.293914,0.138936
0.532500,0.300000,0.298854,0.300000,0.000000,0.301185,0.288016
0.535000,0.300000,0.302367,0.300000,0.000000,0.314365,0.383188
0.537500,0.300000,0.294870,0.300000,0.000000,0.298591,0.400977
0.540000,0.300000,0.293943,0.300000,0.000000,0.300840,0.290883
0.542500,0.300000,0.296316,0.300000,0.000000,0.281122,0.287853
0.545000,0.300000,0.302200,0.300000,0.000000,0.307249,0.116866
0.547500,0.300000,0.296842,0.300000,0.000000,0.281634,0.128461
0.550000,0.300000,0.309582,0.300000,0.000000,0.302518,0.157053
0.552500,0.300000,0.305091,0.300000,0.000000,0.311349,0.342274
0.555000,0.300000,0.292450,0.300000,0.000000,0.300779,0.457947
0.557500,0.300000,0.293908,0.300000,0.000000,0.291163,0.328817
0.560000,0.300000,0.292451,0.300000,0.000000,0.306761,0.136753
0.562500,0.300000,0.304299,0.300000,0.000000,0.290090,0.309711
0.565000,0.300000,0.297194,0.300000,0.000000,0.311366,0.331139
0.567500,0.300000,0.295612,0.300000,0.000000,0.292900,0.458937
0.570000,0.300000,0.297473,0.300000,0.000000,0.317680,0.218261
0.572500,0.300000,0.293124,0.300000,0.000000,0.303296,0.370967
0.575000,0.300000,0.296089,0.300000,0.000000,0.319672,0.189777
0.577500,0.300000,0.292809,0.300000,0.000000,0.301285,0.145821
0.580000,0.300000,0.296042,0.300000,0.000000,0.312024,0.280305
0.582500,0.300000,0.293835,0.300000,0.000000,0.279196,0.349851
0.585000,0.300000,0.291854,0.300000,0.000000,0.291037,0.498785
0.587500,0.300000,0.295092,0.300000,0.000000,0.300829,0.232174
0.590000,0.300000,0.298292,0.300000,0.000000,0.298348,0.302615
0.592500,0.300000,0.299850,0.300000,0.000000,0.296277,0.337959
0.595000,0.300000,0.300037,0.300000,0.000000,0.288829,0.331498
0.597500,0.300000,0.299761,0.300000,0.000000,0.298421,0.382374
0.600000,0.300000,0.291735,0.300000,0.000000,0.300650,0.391340
0.602500,0.300000,0.301553,0.300000,0.000000,0.298880,0.572578
0.605000,0.300000,0.301322,0.300000,0.000000,0.311708,0.124724
0.607500,0.300000,0.296827,0.300000,0.000000,0.304616,0.345726
0.610000,0.300000,0.295677,0.300000,0.000000,0.303775,0.397568
0.612500,0.300000,0.306466,0.300000,0.000000,0.307239,0.316964
0.615000,0.300000,0.296778,0.300000,0.000000,0.284141,0.115064
0.617500,0.300000,0.303856,0.300000,0.000000,0.314296,0.249473
0.620000,0.300000,0.303475,0.300000,0.000000,0.302188,0.218109
0.622500,0.300000,0.295625,0.300000,0.000000,0.315621,0.467697
0.625000,0.300000,0.307652,0.300000,0.000000,0.293976,0.434373
0.627500,0.300000,0.297620,0.300000,0.000000,0.282505,0.296418
0.630000,0.300000,0.302710,0.300000,0.000000,0.289595,0.220413
0.632500,0.300000,0.300833,0.300000,0.000000,0.288786,0.379128
0.635000,0.300000,0.300419,0.300000,0.000000,0.308210,0.010264
0.637500,0.300000,0.292438,0.300000,0.000000,0.320155,0.309863
0.640000,0.300000,0.302261,0.300000,0.000000,0.278255,0.369613
0.642500,0.300000,0.300217,0.300000,0.000000,0.309349,0.263365
0.645000,0.300000,0.304220,0.300000,0.000000,0.305060,0.229733
0.647500,0.300000,0.304389,0.300000,0.000000,0.303027,0.056221
0.650000,0.300000,0.311481,0.300000,0.000000,0.319116,0.175963
0.652500,0.300000,0.298961,0.300000,0.000000,0.297090,0.354106
0.655000,0.300000,0.289031,0.300000,0.000000,0.299935,0.315705
0.657500,0.300000,0.297973,0.300000,0.000000,0.298487,0.415512
0.660000,0.300000,0.285824,0.300000,0.000000,0.311091,0.130052
0.662500,0.300000,0.298232,0.300000,0.000000,0.296581,0.221951
0.665000,0.300000,0.309512,0.300000,0.000000,0.288820,0.386280
0.667500,0.300000,0.293595,0.300000,0.000000,0.280218,0.426367
0.670000,0.300000,0.305095,0.300000,0.000000,0.310620,0.242149
0.672500,0.300000,0.303444,0.300000,0.000000,0.312231,0.369141
0.675000,0.300000,0.299731,0.300000,0.000000,0.312162,0.268574
0.677500,0.300000,0.305439,0.300000,0.000000,0.290728,0.167938
0.680000,0.300000,0.299414,0.300000,0.000000,0.294425,0.420625
0.682500,0.300000,0.305862,0.300000,0.000000,0.300615,0.143530
0.685000,0.300000,0.306860,0.300000,0.000000,0.319840,0.221708
0.687500,0.300000,0.300694,0.300000,0.000000,0.274900,0.300118
0.690000,0.300000,0.299079,0.300000,0.000000,0.313857,0.315012
0.692500,0.300000,0.303406,0.300000,0.000000,0.291472,0.282668
0.695000,0.300000,0.299003,0.300000,0.000000,0.297104,0.412553
0.697500,0.300000,0.301641,0.300000,0.000000,0.304600,0.328800
0.700000,0.300000,0.295469,0.300000,0.000000,0.287300,0.213761
0.702500,0.300000,0.296237,0.300000,0.000000,0.291902,0.257131
0.705000,0.300000,0.299408,0.300000,0.000000,0.311493,0.287362
0.707500,0.300000,0.306071,0.300000,0.000000,0.296721,0.358400
0.710000,0.300000,0.302623,0.300000,0.000000,0.295558,0.450429
0.712500,0.300000,0.300899,0.300000,0.000000,0.294512,0.329807
0.715000,0.300000,0.307558,0.300000,0.000000,0.291033,0.238990
0.717500,0.300000,0.306497,0.300000,0.000000,0.296153,0.388142
0.720000,0.300000,0.302023,0.300000,0.000000,0.312515,0.143089
0.722500,0.300000,0.301157,0.300000,0.000000,0.295501,0.338430
0.725000,0.300000,0.302399,0.300000,0.000000,0.295765,0.568215
0.727500,0.300000,0.299661,0.300000,0.000000,0.293633,0.168534
0.730000,0.300000,0.300569,0.300000,0.000000,0.287720,0.108316
0.732500,0.300000,0.300252,0.300000,0.000000,0.286935,0.385305
0.735000,0.300000,0.301949,0.300000,0.000000,0.309560,0.255753
0.737500,0.300000,0.312053,0.300000,0.000000,0.291025,0.300111
0.740000,0.300000,0.300168,0.300000,0.000000,0.319342,0.161029
0.742500,0.300000,0.308167,0.300000,0.000000,0.283441,0.178670
0.745000,0.300000,0.299047,0.300000,0.000000,0.299617,0.308794
0.747500,0.300000,0.294994,0.300000,0.000000,0.301406,0.181477
0.750000,0.300000,0.300167,0.300000,0.000000,0.286801,0.394588
0.752500,0.300000,0.296718,0.300000,0.000000,0.283447,0.350495
0.755000,0.300000,0.299012,0.300000,0.000000,0.293215,0.077173
0.757500,0.300000,0.294386,0.300000,0.000000,0.291076,0.243447
0.760000,0.300000,0.297294,0.300000,0.000000,0.306045,0.547463
0.762500,0.300000,0.295059,0.300000,0.000000,0.284124,0.244273
0.765000,0.300000,0.298321,0.300000,0.000000,0.292827,0.383833
0.767500,0.300000,0.300097,0.300000,0.000000,0.306700,0.254496
0.770000,0.300000,0.301007,0.300000,0.000000,0.309883,0.286979
0.772500,0.300000,0.293450,0.300000,0.000000,0.305648,0.253324
0.775000,0.300000,0.288551,0.300000,0.000000,0.304866,0.179555
0.777500,0.300000,0.299781,0.300000,0.000000,0.281092,0.306598
0.780000,0.300000,0.294959,0.300000,0.000000,0.290872,0.076087
0.782500,0.300000,0.298047,0.300000,0.000000,0.314043,0.313934
0.785000,0.300000,0.297087,0.300000,0.000000,0.294644,0.275968
0.787500,0.300000,0.303785,0.300000,0.000000,0.276805,0.145742
0.790000,0.300000,0.306526,0.300000,0.000000,0.294409,0.122366
0.792500,0.300000,0.283433,0.300000,0.000000,0.298504,0.195106
0.795000,0.300000,0.296185,0.300000,0.000000,0.298366,0.276900
0.797500,0.300000,0.298767,0.300000,0.000000,0.313434,0.297393
0.800000,0.300000,0.298312,0.300000,0.000000,0.305808,0.243803
0.802500,0.300000,0.304973,0.300000,0.000000,0.306017,0.151158
0.805000,0.300000,0.312129,0.300000,0.000000,0.287482,0.303598
0.807500,0.300000,0.297723,0.300000,0.000000,0.295998,0.310606
0.810000,0.300000,0.300577,0.300000,0.000000,0.307707,0.295440
0.812500,0.300000,0.307858,0.300000,0.000000,0.295640,0.188516
0.815000,0.300000,0.295518,0.300000,0.000000,0.299775,0.393488
0.817500,0.300000,0.306571,0.300000,0.000000,0.298306,0.227301
0.820000,0.300000,0.298345,0.300000,0.000000,0.292751,0.189163
0.822500,0.300000,0.290930,0.300000,0.000000,0.310692,0.413532
0.825000,0.300000,0.300858,0.300000,0.000000,0.305007,0.425373
0.827500,0.300000,0.304307,0.300000,0.000000,0.282163,0.372680
0.830000,0.300000,0.303371,0.300000,0.000000,0.304278,0.334449
0.832500,0.300000,0.299859,0.300000,0.000000,0.298583,0.214586
0.835000,0.300000,0.289591,0.300000,0.000000,0.315306,0.179414
0.837500,0.300000,0.307989,0.300000,0.000000,0.287807,0.397386
0.840000,0.300000,0.293736,0.300000,0.000000,0.307778,0.336746
0.842500,0.300000,0.289769,0.300000,0.000000,0.300219,0.500535
0.845000,0.300000,0.298708,0.300000,0.000000,0.310895,-0.025071
0.847500,0.300000,0.305497,0.300000,0.000000,0.295822,0.253562
0.850000,0.300000,0.302788,0.300000,0.000000,0.297593,0.161145
0.852500,0.300000,0.296392,0.300000,0.000000,0.303234,0.246099
0.855000,0.300000,0.296313,0.300000,0.000000,0.291703,0.089000
0.857500,0.300000,0.293287,0.300000,0.000000,0.285412,0.279071
0.860000,0.300000,0.305225,0.300000,0.000000,0.302768,0.284679
0.862500,0.300000,0.299544,0.300000,0.000000,0.292929,0.378121
0.865000,0.300000,0.305882,0.300000,0.000000,0.305945,0.399958
0.867500,0.300000,0.298308,0.300000,0.000000,0.286542,0.282965
0.870000,0.300000,0.298107,0.300000,0.000000,0.301615,0.344340
0.872500,0.300000,0.294853,0.300000,0.000000,0.303473,0.452061
0.875000,0.300000,0.296912,0.300000,0.000000,0.290664,0.450924
0.877500,0.300000,0.297762,0.300000,0.000000,0.305716,0.413447
0.880000,0.300000,0.306756,0.300000,0.000000,0.300061,0.227134
0.882500,0.300000,0.304295,0.300000,0.000000,0.305511,0.389776
0.885000,0.300000,0.310145,0.300000,0.000000,0.287822,0.418487
0.887500,0.300000,0.298769,0.300000,0.000000,0.305424,0.327034
0.890000,0.300000,0.302840,0.300000,0.000000,0.298010,0.422940
0.892500,0.300000,0.304827,0.300000,0.000000,0.308402,0.329789
0.895000,0.300000,0.298263,0.300000,0.000000,0.293753,0.343326
0.897500,0.300000,0.291577,0.300000,0.000000,0.300931,0.272858
0.900000,0.300000,0.295146,0.300000,0.000000,0.302999,0.164180
0.902500,0.300000,0.302055,0.300000,0.000000,0.310297,0.511535
0.905000,0.300000,0.314649,0.300000,0.000000,0.304767,0.264297
0.907500,0.300000,0.297448,0.300000,0.000000,0.302112,0.154564
0.910000,0.300000,0.300582,0.300000,0.000000,0.281042,0.437445
0.912500,0.300000,0.297482,0.300000,0.000000,0.296672,0.578028
0.915000,0.300000,0.298083,0.300000,0.000000,0.302332,0.235428
0.917500,0.300000,0.300797,0.300000,0.000000,0.295065,0.387611
0.920000,0.300000,0.293778,0.300000,0.000000,0.308436,0.288527
0.922500,0.300000,0.296024,0.300000,0.000000,0.300712,0.308852
0.925000,0.300000,0.304380,0.300000,0.000000,0.281998,0.237235
0.927500,0.300000,0.295105,0.300000,0.000000,0.302153,0.382477
0.930000,0.300000,0.304966,0.300000,0.000000,0.305782,0.377969
0.932500,0.300000,0.299292,0.300000,0.000000,0.301169,0.624958
0.935000,0.300000,0.298503,0.300000,0.000000,0.300377,0.288795
0.937500,0.300000,0.296292,0.300000,0.000000,0.306221,0.141976
0.940000,0.300000,0.296190,0.300000,0.000000,0.288258,0.211545
0.942500,0.300000,0.307031,0.300000,0.000000,0.306902,0.302819
0.945000,0.300000,0.300863,0.300000,0.000000,0.299623,0.515957
0.947500,0.300000,0.300941,0.300000,0.000000,0.307063,0.264912
0.950000,0.300000,0.305469,0.300000,0.000000,0.308724,0.370577
0.952500,0.300000,0.309302,0.300000,0.000000,0.308081,0.352915
0.955000,0.300000,0.297371,0.300000,0.000000,0.312561,0.247295
0.957500,0.300000,0.295855,0.300000,0.000000,0.296319,0.424976
0.960000,0.300000,0.302261,0.300000,0.000000,0.303236,0.286611
0.962500,0.300000,0.300207,0.300000,0.000000,0.302734,0.320433
0.965000,0.300000,0.299051,0.300000,0.000000,0.289735,0.480789
0.967500,0.300000,0.289575,0.300000,0.000000,0.279346,0.508821
0.970000,0.300000,0.299853,0.300000,0.000000,0.286981,0.360935
0.972500,0.300000,0.302541,0.300000,0.000000,0.302692,0.335394
0.975000,0.300000,0.301433,0.300000,0.000000,0.283231,0.255707
0.977500,0.300000,0.289639,0.300000,0.000000,0.288025,0.469844
0.980000,0.300000,0.303515,0.300000,0.000000,0.291645,0.337855
0.982500,0.300000,0.306149,0.300000,0.000000,0.280834,0.247828
0.985000,0.300000,0.296017,0.300000,0.000000,0.305808,0.365698
0.987500,0.300000,0.302846,0.300000,0.000000,0.298589,0.395927
0.990000,0.300000,0.299482,0.300000,0.000000,0.285764,0.297930
0.992500,0.300000,0.304033,0.300000,0.000000,0.291193,0.356615
